UID,ParentUID,Episode,Steps,Reward,Epsilon,Loss,Beta,LR,Cause,Stage,Food,QMean,QMax,TDError,GradNorm,ActStraight,ActGentle,ActMedium,ActSharp,ActUturn,ActBoost,NumAgents
20260219-2017a379,20260218-77a02659,10805,164,322.33,0.0800,14.8532,1.00,0.000075,SnakeCollision,4,56,111.1263,193.3077,7.8947,192.7318,0.030,0.079,0.043,0.628,0.134,0.085,5
20260219-2017a379,20260218-77a02659,10806,1851,7633.04,0.0800,3.7587,1.00,0.000075,SnakeCollision,4,493,111.5243,177.1507,7.1091,155.7796,0.031,0.125,0.138,0.499,0.139,0.067,5
20260219-2017a379,20260218-77a02659,10807,638,1729.53,0.0800,9.2660,1.00,0.000075,SnakeCollision,4,192,121.6226,187.9649,10.5511,230.7954,0.025,0.061,0.078,0.647,0.139,0.049,5
20260219-2017a379,20260218-77a02659,10808,551,1045.38,0.0800,6.8591,1.00,0.000075,SnakeCollision,4,161,111.6009,188.7218,8.0224,292.8203,0.018,0.074,0.083,0.626,0.147,0.051,5
20260219-2017a379,20260218-77a02659,10809,154,356.36,0.0800,6.8591,1.00,0.000075,SnakeCollision,4,60,111.6009,188.7218,8.0224,292.8203,0.019,0.078,0.104,0.656,0.065,0.078,5
20260219-2017a379,20260218-77a02659,10810,49,230.56,0.0800,6.8591,1.00,0.000075,SnakeCollision,4,54,111.6009,188.7218,8.0224,292.8203,0.000,0.143,0.041,0.673,0.102,0.041,5
20260219-2017a379,20260218-77a02659,10811,2,-69.29,0.0800,30.9291,1.00,0.000075,SnakeCollision,4,1,116.8716,178.3205,10.0916,975.8492,0.000,0.000,0.000,1.000,0.000,0.000,5
20260219-2017a379,20260218-77a02659,10812,2,-49.44,0.0800,20.9098,1.00,0.000075,SnakeCollision,4,5,114.6372,205.6295,10.9191,272.1249,0.000,0.000,0.000,0.000,0.000,1.000,5
20260219-2017a379,20260218-77a02659,10813,72,140.54,0.0800,24.2888,1.00,0.000075,SnakeCollision,4,44,110.3891,184.6912,9.3127,740.7402,0.014,0.111,0.097,0.542,0.167,0.069,5
20260219-2017a379,20260218-77a02659,10814,75,259.80,0.0800,63.0926,1.00,0.000075,SnakeCollision,4,55,114.0541,180.7642,12.6848,950.8220,0.013,0.080,0.093,0.573,0.160,0.080,5
20260219-2017a379,20260218-77a02659,10815,381,794.89,0.0800,8.6376,1.00,0.000075,SnakeCollision,4,115,106.8144,179.5638,7.4120,546.0127,0.026,0.079,0.094,0.593,0.118,0.089,5
20260219-2017a379,20260218-77a02659,10816,65,270.06,0.0800,18.2636,1.00,0.000075,SnakeCollision,4,59,110.2345,197.6289,8.5872,386.3114,0.015,0.077,0.169,0.585,0.046,0.108,5
20260219-2017a379,20260218-77a02659,10817,607,1086.52,0.0800,13.1699,1.00,0.000075,SnakeCollision,4,170,110.4460,185.6676,10.0683,211.2326,0.018,0.038,0.048,0.682,0.181,0.033,5
20260219-2017a379,20260218-77a02659,10818,47,69.32,0.0800,26.0911,1.00,0.000075,SnakeCollision,4,25,107.0579,165.0563,9.8420,650.7695,0.021,0.128,0.043,0.681,0.128,0.000,5
20260219-2017a379,20260218-77a02659,10819,882,2417.64,0.0800,10.6788,1.00,0.000075,SnakeCollision,4,242,115.2206,171.5004,7.6693,158.9035,0.034,0.058,0.076,0.615,0.175,0.043,5
20260219-2017a379,20260218-77a02659,10820,726,2222.38,0.0800,17.1724,1.00,0.000075,SnakeCollision,4,226,112.0486,177.2395,7.3455,1228.4261,0.034,0.050,0.073,0.591,0.191,0.061,5
20260219-2017a379,20260218-77a02659,10821,79,253.43,0.0800,10.7144,1.00,0.000075,SnakeCollision,4,54,111.6582,176.5790,7.0301,265.9768,0.038,0.101,0.076,0.532,0.190,0.063,5
20260219-2017a379,20260218-77a02659,10822,372,937.99,0.0800,11.7728,1.00,0.000075,SnakeCollision,4,133,116.8603,185.5897,6.8851,268.9045,0.038,0.062,0.108,0.565,0.126,0.102,5
20260219-2017a379,20260218-77a02659,10823,667,1840.73,0.0800,16.5495,1.00,0.000075,SnakeCollision,4,190,113.9924,218.5559,9.2761,356.9226,0.046,0.064,0.108,0.570,0.112,0.099,5
20260219-2017a379,20260218-77a02659,10824,403,862.82,0.0800,5.3286,1.00,0.000075,SnakeCollision,4,127,108.5027,180.4664,5.6364,105.7279,0.035,0.074,0.077,0.598,0.132,0.084,5
20260219-2017a379,20260218-77a02659,10825,326,843.11,0.0800,21.1384,1.00,0.000075,SnakeCollision,4,110,113.1245,187.0471,8.6682,293.6930,0.037,0.074,0.077,0.595,0.141,0.077,5
20260219-2017a379,20260218-77a02659,10826,1059,3463.04,0.0800,11.8691,1.00,0.000075,SnakeCollision,4,280,109.3194,167.2826,8.0449,237.5796,0.036,0.087,0.104,0.527,0.177,0.070,5
20260219-2017a379,20260218-77a02659,10827,48,88.25,0.0800,15.0247,1.00,0.000075,SnakeCollision,4,33,108.9606,168.7725,8.0538,312.7160,0.000,0.083,0.062,0.583,0.188,0.083,5
20260219-2017a379,20260218-77a02659,10828,16,69.57,0.0800,7.1230,1.00,0.000075,SnakeCollision,4,28,110.0111,176.8391,7.5845,273.1274,0.000,0.062,0.062,0.688,0.062,0.125,5
20260219-2017a379,20260218-77a02659,10829,33,46.23,0.0800,7.1230,1.00,0.000075,SnakeCollision,4,24,110.0111,176.8391,7.5845,273.1274,0.000,0.061,0.091,0.758,0.091,0.000,5
20260219-2017a379,20260218-77a02659,10830,22,58.20,0.0800,6.7110,1.00,0.000075,SnakeCollision,4,27,115.2776,183.0132,7.2593,364.6772,0.000,0.227,0.136,0.455,0.136,0.045,4
20260219-2017a379,20260218-77a02659,10831,10,46.55,0.0800,16.2319,1.00,0.000075,SnakeCollision,4,23,104.8104,164.7302,6.9037,456.9346,0.100,0.300,0.100,0.200,0.200,0.100,4
20260219-2017a379,20260218-77a02659,10832,43,64.31,0.0800,21.9384,1.00,0.000075,SnakeCollision,4,24,113.0019,178.5461,9.0988,312.6865,0.023,0.116,0.047,0.605,0.070,0.140,3
20260219-2017a379,20260218-77a02659,10833,160,322.22,0.0800,16.4137,1.00,0.000075,SnakeCollision,4,69,116.4472,173.1160,10.7520,704.8698,0.019,0.069,0.056,0.656,0.163,0.037,3
20260219-2017a379,20260218-77a02659,10834,1,-75.00,0.0800,14.0673,1.00,0.000075,SnakeCollision,4,0,112.1919,225.7690,13.0248,446.7007,0.000,0.000,0.000,1.000,0.000,0.000,4
20260219-2017a379,20260218-77a02659,10835,170,521.90,0.0800,14.0673,1.00,0.000075,SnakeCollision,4,86,112.1919,225.7690,13.0248,446.7007,0.059,0.076,0.100,0.582,0.100,0.082,4
20260219-2017a379,20260218-77a02659,10836,33,165.26,0.0800,2.5119,1.00,0.000075,SnakeCollision,4,45,116.7290,176.1930,5.5521,140.9719,0.000,0.091,0.091,0.667,0.121,0.030,4
20260219-2017a379,20260218-77a02659,10837,207,514.45,0.0800,13.1286,1.00,0.000075,SnakeCollision,4,85,112.7615,199.9004,7.1884,463.5870,0.043,0.082,0.034,0.647,0.092,0.101,4
20260219-2017a379,20260218-77a02659,10838,114,415.09,0.0800,12.4282,1.00,0.000075,SnakeCollision,4,63,105.5035,171.9208,8.7702,336.7626,0.009,0.175,0.061,0.570,0.096,0.088,5
20260219-2017a379,20260218-77a02659,10839,1022,2773.57,0.0800,44.0115,1.00,0.000075,SnakeCollision,4,290,114.1221,168.0148,10.7392,634.8881,0.025,0.083,0.119,0.557,0.148,0.068,5
20260219-2017a379,20260218-77a02659,10840,1358,4195.73,0.0800,39.8576,1.00,0.000075,SnakeCollision,4,373,109.3490,167.8237,10.6716,631.4114,0.041,0.111,0.109,0.513,0.144,0.083,5
20260219-2017a379,20260218-77a02659,10841,1412,5537.56,0.0800,12.9455,1.00,0.000075,SnakeCollision,4,392,110.0582,171.6720,8.4192,522.8306,0.026,0.097,0.098,0.488,0.233,0.058,5
20260219-2017a379,20260218-77a02659,10842,1477,4849.39,0.0800,19.6572,1.00,0.000075,SnakeCollision,4,431,117.0912,175.9081,7.6588,825.8631,0.031,0.100,0.108,0.559,0.132,0.069,5
20260219-2017a379,20260218-77a02659,10843,375,610.98,0.0800,6.5415,1.00,0.000075,SnakeCollision,4,103,118.1381,186.2468,7.9753,581.5525,0.053,0.059,0.053,0.637,0.088,0.109,5
20260219-2017a379,20260218-77a02659,10844,1511,5324.61,0.0800,23.3643,1.00,0.000075,SnakeCollision,4,448,116.3948,183.4588,10.9389,617.0682,0.030,0.110,0.105,0.484,0.158,0.114,5
20260219-2017a379,20260218-77a02659,10845,168,359.79,0.0800,24.7199,1.00,0.000075,SnakeCollision,4,65,110.5779,187.1005,8.9474,660.9553,0.089,0.083,0.048,0.458,0.137,0.185,5
20260219-2017a379,20260218-77a02659,10846,353,743.15,0.0800,7.0320,1.00,0.000075,SnakeCollision,4,112,110.7155,161.6321,6.9913,310.2911,0.051,0.054,0.054,0.652,0.136,0.054,5
20260219-2017a379,20260218-77a02659,10847,384,847.94,0.0800,21.0336,1.00,0.000075,SnakeCollision,4,131,111.5277,173.4297,8.2770,663.5260,0.047,0.068,0.070,0.643,0.089,0.083,5
20260219-2017a379,20260218-77a02659,10848,514,1081.02,0.0800,11.1629,1.00,0.000075,SnakeCollision,4,156,104.9601,168.0971,12.0954,107.7640,0.043,0.060,0.041,0.636,0.123,0.097,5
20260219-2017a379,20260218-77a02659,10849,517,1064.12,0.0800,20.1724,1.00,0.000075,SnakeCollision,4,170,114.0798,183.7328,8.4272,653.9855,0.029,0.072,0.077,0.609,0.157,0.056,5
20260219-2017a379,20260218-77a02659,10850,197,377.80,0.0800,36.0408,1.00,0.000075,SnakeCollision,4,60,104.3095,167.9505,11.5949,515.7609,0.036,0.086,0.020,0.690,0.102,0.066,5
20260219-2017a379,20260218-77a02659,10851,89,176.25,0.0800,2.7755,1.00,0.000075,SnakeCollision,4,46,114.7361,177.6836,5.9658,220.7437,0.011,0.112,0.067,0.629,0.157,0.022,5
20260219-2017a379,20260218-77a02659,10852,88,260.92,0.0800,4.2693,1.00,0.000075,SnakeCollision,4,56,114.8328,203.0084,7.1024,81.5318,0.011,0.080,0.080,0.648,0.125,0.057,5
20260219-2017a379,20260218-77a02659,10853,110,357.42,0.0800,9.7537,1.00,0.000075,SnakeCollision,4,51,114.4667,179.4705,6.2594,291.7307,0.027,0.055,0.027,0.764,0.091,0.036,5
20260219-2017a379,20260218-77a02659,10854,218,671.64,0.0800,16.8167,1.00,0.000075,SnakeCollision,4,83,114.4664,174.1113,9.7266,427.9763,0.073,0.055,0.073,0.564,0.147,0.087,5
20260219-2017a379,20260218-77a02659,10855,25,47.89,0.0800,16.0729,1.00,0.000075,SnakeCollision,4,21,113.0367,169.5101,9.8953,606.7891,0.000,0.080,0.120,0.520,0.280,0.000,5
20260219-2017a379,20260218-77a02659,10856,740,2236.26,0.0800,7.5119,1.00,0.000075,SnakeCollision,4,213,113.1288,183.3724,7.6686,298.7176,0.100,0.134,0.089,0.445,0.115,0.118,5
20260219-2017a379,20260218-77a02659,10857,7,28.45,0.0800,6.6644,1.00,0.000075,SnakeCollision,4,21,105.6568,169.9377,9.8753,119.2153,0.000,0.000,0.000,0.429,0.429,0.143,5
20260219-2017a379,20260218-77a02659,10858,638,2302.85,0.0800,16.1526,1.00,0.000075,SnakeCollision,4,206,110.0121,187.7628,7.4738,594.3945,0.125,0.072,0.102,0.462,0.125,0.113,5
20260219-2017a379,20260218-77a02659,10859,622,2202.48,0.0800,11.7002,1.00,0.000075,SnakeCollision,4,195,108.3992,172.8141,8.7349,251.2157,0.082,0.045,0.069,0.585,0.135,0.084,5
20260219-2017a379,20260218-77a02659,10860,734,2497.81,0.0800,8.6911,1.00,0.000075,SnakeCollision,4,210,112.4943,174.9212,6.9025,404.4181,0.105,0.063,0.075,0.537,0.140,0.080,5
20260219-2017a379,20260218-77a02659,10861,429,1451.54,0.0800,8.4356,1.00,0.000075,SnakeCollision,4,145,113.0604,199.5168,7.0932,200.4342,0.075,0.049,0.089,0.594,0.140,0.054,5
20260219-2017a379,20260218-77a02659,10862,109,346.52,0.0800,17.7045,1.00,0.000075,SnakeCollision,4,52,113.1296,184.7288,9.3044,277.4646,0.009,0.083,0.101,0.569,0.128,0.110,5
20260219-2017a379,20260218-77a02659,10863,1289,5176.05,0.0800,23.5186,1.00,0.000075,SnakeCollision,4,367,119.2783,182.2288,8.0519,443.8205,0.104,0.079,0.092,0.515,0.142,0.068,5
20260219-2017a379,20260218-77a02659,10864,1427,5801.94,0.0800,9.5367,1.00,0.000075,SnakeCollision,4,392,118.8964,192.7398,7.6642,428.5015,0.118,0.111,0.088,0.475,0.144,0.064,5
20260219-2017a379,20260218-77a02659,10865,130,535.13,0.0800,8.1309,1.00,0.000075,SnakeCollision,4,69,116.7654,180.1241,7.1082,318.9579,0.046,0.062,0.085,0.515,0.223,0.069,5
20260219-2017a379,20260218-77a02659,10866,958,3438.58,0.0800,15.1231,1.00,0.000075,SnakeCollision,4,284,117.4791,178.6762,7.1066,706.8000,0.110,0.095,0.101,0.436,0.148,0.110,5
20260219-2017a379,20260218-77a02659,10867,160,460.61,0.0800,29.6935,1.00,0.000075,SnakeCollision,4,57,111.0925,249.8522,9.5077,424.7276,0.050,0.062,0.056,0.688,0.062,0.081,5
20260219-2017a379,20260218-77a02659,10868,306,1089.92,0.0800,36.9847,1.00,0.000075,SnakeCollision,4,108,115.6287,182.3018,10.3070,808.7096,0.105,0.072,0.072,0.526,0.147,0.078,5
20260219-2017a379,20260218-77a02659,10869,188,850.12,0.0800,44.0589,1.00,0.000075,SnakeCollision,4,77,110.3129,166.3807,12.4311,453.2353,0.037,0.043,0.112,0.617,0.144,0.048,5
20260219-2017a379,20260218-77a02659,10870,175,516.64,0.0800,7.1114,1.00,0.000075,SnakeCollision,4,64,116.4023,196.6291,8.1448,127.6658,0.029,0.051,0.029,0.691,0.120,0.080,5
20260219-2017a379,20260218-77a02659,10871,189,567.47,0.0800,31.3077,1.00,0.000075,SnakeCollision,4,69,112.7311,188.3988,9.7424,313.2973,0.053,0.074,0.074,0.603,0.148,0.048,5
20260219-2017a379,20260218-77a02659,10872,930,3294.32,0.0800,21.4197,1.00,0.000075,SnakeCollision,4,268,111.2730,165.8418,10.2979,247.9131,0.103,0.161,0.084,0.429,0.160,0.062,5
20260219-2017a379,20260218-77a02659,10873,4,28.11,0.0800,11.3622,1.00,0.000075,SnakeCollision,4,20,112.3939,182.1592,8.1601,156.3311,0.000,0.000,0.000,0.750,0.250,0.000,5
20260219-2017a379,20260218-77a02659,10874,291,1165.84,0.0800,16.3970,1.00,0.000075,SnakeCollision,4,84,117.4769,185.7318,6.4170,559.5943,0.024,0.086,0.179,0.550,0.124,0.038,5
20260219-2017a379,20260218-77a02659,10875,479,1501.13,0.0800,37.6784,1.00,0.000075,SnakeCollision,4,141,114.5190,166.9418,13.0704,569.9777,0.104,0.104,0.077,0.511,0.111,0.092,5
20260219-2017a379,20260218-77a02659,10876,29,191.56,0.0800,10.2210,1.00,0.000075,SnakeCollision,4,45,114.1222,177.3793,9.1438,93.1384,0.034,0.103,0.069,0.483,0.172,0.138,5
20260219-2017a379,20260218-77a02659,10877,565,1918.35,0.0800,7.9131,1.00,0.000075,SnakeCollision,4,163,113.6270,196.2997,9.9312,212.5829,0.058,0.074,0.087,0.621,0.085,0.074,5
20260219-2017a379,20260218-77a02659,10878,305,879.42,0.0800,7.4781,1.00,0.000075,SnakeCollision,4,87,115.0188,165.0585,8.3921,467.2832,0.072,0.105,0.111,0.498,0.115,0.098,5
20260219-2017a379,20260218-77a02659,10879,34,81.38,0.0800,14.6169,1.00,0.000075,SnakeCollision,4,25,111.6456,186.3552,8.5722,420.3381,0.029,0.088,0.088,0.588,0.147,0.059,5
20260219-2017a379,20260218-77a02659,10880,606,2148.83,0.0800,4.4621,1.00,0.000075,SnakeCollision,4,183,114.9233,210.5500,8.6418,81.7827,0.073,0.101,0.117,0.515,0.102,0.092,5
20260219-2017a379,20260218-77a02659,10881,55,136.85,0.0800,7.0288,1.00,0.000075,SnakeCollision,4,29,112.1976,171.0237,7.7980,212.0638,0.036,0.109,0.109,0.455,0.182,0.109,5
20260219-2017a379,20260218-77a02659,10882,88,288.95,0.0800,21.7826,1.00,0.000075,SnakeCollision,4,46,116.8059,189.0148,9.3652,523.2137,0.011,0.068,0.080,0.636,0.136,0.068,5
20260219-2017a379,20260218-77a02659,10883,1850,7555.53,0.0800,13.0346,1.00,0.000075,SnakeCollision,4,493,111.9169,208.2743,10.5261,238.1445,0.110,0.149,0.121,0.425,0.131,0.065,5
20260219-2017a379,20260218-77a02659,10884,115,395.02,0.0800,1.2760,1.00,0.000075,SnakeCollision,4,53,113.1903,199.8096,8.2321,136.3282,0.009,0.070,0.104,0.626,0.157,0.035,5
20260219-2017a379,20260218-77a02659,10885,439,1555.22,0.0800,22.2136,1.00,0.000075,SnakeCollision,4,153,113.5556,173.7899,10.7169,292.1023,0.055,0.109,0.059,0.487,0.064,0.226,5
20260219-2017a379,20260218-77a02659,10886,285,806.51,0.0800,22.2136,1.00,0.000075,SnakeCollision,4,91,113.5556,173.7899,10.7169,292.1023,0.028,0.049,0.067,0.656,0.088,0.112,5
20260219-2017a379,20260218-77a02659,10887,185,665.44,0.0800,10.4931,1.00,0.000075,SnakeCollision,4,82,112.5104,178.4144,8.0569,203.5159,0.027,0.065,0.059,0.605,0.130,0.114,5
20260219-2017a379,20260218-77a02659,10888,624,2255.33,0.0800,22.6327,1.00,0.000075,SnakeCollision,4,206,111.4259,172.2892,10.3004,410.6464,0.051,0.098,0.085,0.519,0.067,0.179,5
20260219-2017a379,20260218-77a02659,10889,966,3739.69,0.0800,18.4592,1.00,0.000075,SnakeCollision,4,272,110.4129,184.2227,8.5858,421.4214,0.019,0.146,0.097,0.510,0.114,0.114,5
20260219-2017a379,20260218-77a02659,10890,439,1396.94,0.0800,3.8339,1.00,0.000075,SnakeCollision,4,135,112.7773,193.5892,5.8556,147.7958,0.041,0.068,0.064,0.601,0.091,0.134,5
20260219-2017a379,20260218-77a02659,10891,253,712.45,0.0800,3.8339,1.00,0.000075,SnakeCollision,4,80,112.7773,193.5892,5.8556,147.7958,0.032,0.083,0.055,0.628,0.119,0.083,5
20260219-2017a379,20260218-77a02659,10892,328,961.60,0.0800,0.8207,1.00,0.000075,SnakeCollision,4,100,108.0350,164.1331,6.6373,50.8167,0.055,0.082,0.046,0.534,0.082,0.201,5
20260219-2017a379,20260218-77a02659,10893,495,1584.60,0.0800,20.9979,1.00,0.000075,SnakeCollision,4,137,116.2226,193.2612,7.6110,552.1383,0.032,0.091,0.057,0.578,0.129,0.113,5
20260219-2017a379,20260218-77a02659,10894,507,1873.14,0.0800,11.3682,1.00,0.000075,SnakeCollision,4,174,115.0984,218.3886,10.6957,181.0161,0.043,0.087,0.077,0.546,0.156,0.091,5
20260219-2017a379,20260218-77a02659,10895,12,-23.41,0.0800,13.4412,1.00,0.000075,SnakeCollision,4,9,110.6605,184.6703,12.1070,420.5011,0.000,0.333,0.000,0.667,0.000,0.000,5
20260219-2017a379,20260218-77a02659,10896,519,1831.34,0.0800,8.1650,1.00,0.000075,SnakeCollision,4,168,112.4220,169.7956,8.5271,202.2299,0.040,0.089,0.056,0.590,0.150,0.075,5
20260219-2017a379,20260218-77a02659,10897,960,3475.76,0.0800,13.5424,1.00,0.000075,SnakeCollision,4,277,113.0466,191.2586,8.5543,245.3323,0.046,0.159,0.067,0.416,0.117,0.196,5
20260219-2017a379,20260218-77a02659,10898,14,51.47,0.0800,13.5424,1.00,0.000075,SnakeCollision,4,22,113.0466,191.2586,8.5543,245.3323,0.000,0.071,0.214,0.429,0.214,0.071,5
20260219-2017a379,20260218-77a02659,10899,79,213.64,0.0800,21.7573,1.00,0.000075,SnakeCollision,4,34,112.9326,181.8082,10.4984,255.1928,0.000,0.089,0.127,0.532,0.152,0.101,4
20260219-2017a379,20260218-77a02659,10900,81,390.44,0.0800,11.9728,1.00,0.000075,SnakeCollision,4,54,117.5086,188.2181,7.6178,315.6070,0.000,0.148,0.074,0.605,0.111,0.062,4
20260219-2017a379,20260218-77a02659,10901,86,396.49,0.0800,27.9481,1.00,0.000075,SnakeCollision,4,58,120.6033,188.8111,10.5576,1132.1266,0.023,0.081,0.070,0.593,0.174,0.058,4
20260219-2017a379,20260218-77a02659,10902,7,32.29,0.0800,7.9954,1.00,0.000075,SnakeCollision,4,21,119.1744,189.0179,10.9708,373.5456,0.000,0.000,0.000,0.714,0.286,0.000,4
20260219-2017a379,20260218-77a02659,10903,11,40.42,0.0800,6.2725,1.00,0.000075,SnakeCollision,4,21,115.4951,176.7218,7.5953,454.1456,0.000,0.091,0.000,0.273,0.545,0.091,4
20260219-2017a379,20260218-77a02659,10904,8,17.01,0.0800,14.7574,1.00,0.000075,SnakeCollision,4,17,114.9576,163.9069,8.6485,353.7536,0.000,0.000,0.000,0.750,0.250,0.000,4
20260219-2017a379,20260218-77a02659,10905,614,2050.41,0.0800,17.8149,1.00,0.000075,SnakeCollision,4,172,112.8668,172.4527,9.2012,425.6239,0.064,0.173,0.042,0.352,0.187,0.182,5
20260219-2017a379,20260218-77a02659,10906,77,258.59,0.0800,13.4262,1.00,0.000075,SnakeCollision,4,41,110.1747,182.9033,9.1036,276.4037,0.039,0.013,0.078,0.662,0.078,0.130,5
20260219-2017a379,20260218-77a02659,10907,205,644.39,0.0800,29.5712,1.00,0.000075,SnakeCollision,4,72,118.1077,208.4000,9.0337,751.1556,0.063,0.102,0.073,0.459,0.088,0.215,5
20260219-2017a379,20260218-77a02659,10908,534,1620.35,0.0800,16.1838,1.00,0.000075,SnakeCollision,4,166,113.8766,182.0510,9.0342,201.5899,0.073,0.288,0.079,0.358,0.135,0.067,5
20260219-2017a379,20260218-77a02659,10909,616,2148.67,0.0800,23.2006,1.00,0.000075,SnakeCollision,4,184,113.9514,201.4107,13.1019,184.2289,0.080,0.125,0.026,0.396,0.097,0.276,5
20260219-2017a379,20260218-77a02659,10910,610,1886.82,0.0800,10.0533,1.00,0.000075,SnakeCollision,4,174,112.4832,200.5487,9.5410,197.4484,0.098,0.259,0.069,0.311,0.093,0.169,5
20260219-2017a379,20260218-77a02659,10911,740,2528.12,0.0800,10.5308,1.00,0.000075,SnakeCollision,4,216,114.2165,187.1071,8.4645,413.2807,0.042,0.070,0.030,0.543,0.184,0.131,5
20260219-2017a379,20260218-77a02659,10912,148,418.94,0.0800,8.7229,1.00,0.000075,SnakeCollision,4,53,114.5376,175.4513,6.2574,680.3688,0.061,0.047,0.068,0.628,0.108,0.088,5
20260219-2017a379,20260218-77a02659,10913,521,1877.12,0.0800,23.2336,1.00,0.000075,SnakeCollision,4,177,115.1761,209.0002,8.2385,561.6090,0.081,0.086,0.050,0.507,0.121,0.155,5
20260219-2017a379,20260218-77a02659,10914,167,477.40,0.0800,19.9636,1.00,0.000075,SnakeCollision,4,52,111.6670,193.7139,7.6379,648.0450,0.048,0.054,0.036,0.677,0.120,0.066,5
20260219-2017a379,20260218-77a02659,10915,524,1790.10,0.0800,6.9207,1.00,0.000075,Wall,4,164,114.2021,187.6333,8.1004,144.5750,0.082,0.130,0.050,0.460,0.109,0.170,5
20260219-2017a379,20260218-77a02659,10916,523,1686.67,0.0800,7.5387,1.00,0.000075,SnakeCollision,4,153,118.7483,195.2109,7.5744,253.0120,0.073,0.067,0.046,0.560,0.101,0.153,5
20260219-2017a379,20260218-77a02659,10917,122,487.28,0.0800,22.3803,1.00,0.000075,SnakeCollision,4,66,119.3590,201.3311,9.0240,345.0894,0.041,0.074,0.115,0.467,0.205,0.098,5
20260219-2017a379,20260218-77a02659,10918,125,540.72,0.0800,4.4788,1.00,0.000075,SnakeCollision,4,68,118.0853,180.3778,7.7116,212.2210,0.016,0.136,0.104,0.576,0.128,0.040,5
20260219-2017a379,20260218-77a02659,10919,124,465.80,0.0800,4.4788,1.00,0.000075,SnakeCollision,4,64,118.0853,180.3778,7.7116,212.2210,0.008,0.089,0.073,0.597,0.161,0.073,5
20260219-2017a379,20260218-77a02659,10920,123,355.31,0.0800,12.0248,1.00,0.000075,SnakeCollision,4,50,119.0380,196.2731,8.4745,134.0075,0.024,0.065,0.073,0.528,0.154,0.154,5
20260219-2017a379,20260218-77a02659,10921,1034,3736.16,0.0800,22.7208,1.00,0.000075,SnakeCollision,4,280,116.6731,178.5755,13.6741,363.4385,0.120,0.162,0.073,0.373,0.104,0.168,5
20260219-2017a379,20260218-77a02659,10922,59,286.32,0.0800,16.9247,1.00,0.000075,SnakeCollision,4,53,117.0435,187.7558,8.3649,378.4353,0.000,0.169,0.169,0.475,0.119,0.068,5
20260219-2017a379,20260218-77a02659,10923,62,208.77,0.0800,28.4575,1.00,0.000075,SnakeCollision,4,37,115.2978,174.2063,10.2517,391.6800,0.000,0.065,0.032,0.694,0.129,0.081,5
20260219-2017a379,20260218-77a02659,10924,3,2.68,0.0800,27.0771,1.00,0.000075,SnakeCollision,4,15,117.1577,191.5139,13.1556,877.7550,0.000,0.000,0.667,0.333,0.000,0.000,5
20260219-2017a379,20260218-77a02659,10925,142,563.14,0.0800,7.9715,1.00,0.000075,SnakeCollision,4,73,117.3927,195.3532,9.6835,181.6793,0.049,0.077,0.063,0.585,0.134,0.092,5
20260219-2017a379,20260218-77a02659,10926,214,610.42,0.0800,13.0687,1.00,0.000075,SnakeCollision,4,74,115.0621,175.8344,7.6385,308.1875,0.047,0.047,0.047,0.612,0.126,0.121,5
20260219-2017a379,20260218-77a02659,10927,569,1909.52,0.0800,29.7186,1.00,0.000075,SnakeCollision,4,175,115.8383,187.3192,9.1340,429.0998,0.137,0.139,0.090,0.369,0.132,0.134,5
20260219-2017a379,20260218-77a02659,10928,540,1778.89,0.0800,17.1201,1.00,0.000075,SnakeCollision,4,160,118.7707,179.1760,8.0022,356.9833,0.081,0.076,0.059,0.506,0.152,0.126,5
20260219-2017a379,20260218-77a02659,10929,110,311.10,0.0800,18.1688,1.00,0.000075,SnakeCollision,4,40,108.0075,186.8656,8.2276,539.1570,0.045,0.109,0.045,0.500,0.236,0.064,5
20260219-2017a379,20260218-77a02659,10930,520,1635.71,0.0800,3.5657,1.00,0.000075,SnakeCollision,4,150,116.8653,194.6574,5.9207,144.7145,0.058,0.062,0.063,0.542,0.152,0.123,5
20260219-2017a379,20260218-77a02659,10931,160,476.16,0.0800,24.4811,1.00,0.000075,SnakeCollision,4,62,111.9307,172.9744,8.7286,467.7504,0.094,0.037,0.062,0.531,0.138,0.138,5
20260219-2017a379,20260218-77a02659,10932,145,389.94,0.0800,17.3218,1.00,0.000075,SnakeCollision,4,52,111.6301,212.0889,11.0776,483.0987,0.041,0.041,0.069,0.538,0.145,0.166,5
20260219-2017a379,20260218-77a02659,10933,187,476.82,0.0800,23.2451,1.00,0.000075,SnakeCollision,4,55,123.8985,223.6033,11.9679,317.9365,0.032,0.048,0.053,0.604,0.176,0.086,5
20260219-2017a379,20260218-77a02659,10934,996,3529.20,0.0800,22.8635,1.00,0.000075,SnakeCollision,4,276,115.4562,186.1555,9.8993,495.3772,0.100,0.101,0.105,0.420,0.156,0.117,5
20260219-2017a379,20260218-77a02659,10935,718,2372.82,0.0800,25.3162,1.00,0.000075,SnakeCollision,4,205,117.7798,198.7040,11.4189,554.0681,0.116,0.078,0.064,0.451,0.141,0.150,5
20260219-2017a379,20260218-77a02659,10936,1227,4984.00,0.0800,25.3162,1.00,0.000075,SnakeCollision,4,348,117.7798,198.7040,11.4189,554.0681,0.103,0.074,0.081,0.474,0.167,0.100,5
